symbol,name,price,marketcap,year,industry,description,linkToSmth,smthing,keywords,enhanced_description
LMST,"Limestone Bancorp, Inc.",13.76,$103.2M,,Finance,Major Banks,https://old.nasdaq.com/symbol/lmst,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
LMNL,Liminal BioSciences Inc.,5.16,$151.63M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lmnl,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
LMNR,Limoneira Co,16.93,$298.89M,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/lmnr,,"seed production, grain milling, agriculture technology, crop yields, sustainability, commodity prices, export markets, regulatory approvals, partnerships, climate resilience","Farming/Seeds/Milling seed production, grain milling, agriculture technology, crop yields, sustainability, commodity prices, export markets, regulatory approvals, partnerships, climate resilience"
LINC,Lincoln Educational Services Corporation,6.27,$166.01M,2005.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/linc,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
LECO,"Lincoln Electric Holdings, Inc.",123.4,$7.34B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/leco,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
LIND,Lindblad Expeditions Holdings Inc. ,17.61,$878.3M,2013.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/lind,,"fleet, logistics, delivery, freight, supply chain, operations, compliance, safety, regulation, fuel efficiency","Transportation Services fleet, logistics, delivery, freight, supply chain, operations, compliance, safety, regulation, fuel efficiency"
LGHL,Lion Group Holding Ltd.,2.94,$57.24M,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lghl,,"M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings","Investment Bankers/Brokers/Service M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings"
LGHLW,Lion Group Holding Ltd.,0.2213,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/lghlw,,"M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings","Investment Bankers/Brokers/Service M&A, underwriting, IPO, equity, debt, trading, advisory, regulatory, fees, earnings"
LCAP,Lionheart Acquisition Corp. II,10.46,$307.52M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/lcap,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LCAPU,Lionheart Acquisition Corp. II,11.04,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/lcapu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LCAPW,Lionheart Acquisition Corp. II,1.56,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/lcapw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LPCN,Lipocine Inc.,2.23,$146.48M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lpcn,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
LIQT,"LiqTech International, Inc.",7.71,$166.96M,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/liqt,,"automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency","Industrial Machinery/Components automation, robotics, CNC, machining, transmission, gearboxes, bearings, integration, maintenance, efficiency"
YVR,Liquid Media Group Ltd.,2.28,$22.79M,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/yvr,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
LQDA,Liquidia Corporation,2.93,$126.88M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/lqda,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
LQDT,"Liquidity Services, Inc.",19.05,$650.54M,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/lqdt,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LFUS,"Littelfuse, Inc.",279.23,$6.81B,,Consumer Durables,Electrical Products,https://old.nasdaq.com/symbol/lfus,,"earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition","Electrical Products earnings, revenue, supply chain, product launch, recall, regulatory, tariffs, automation, energy efficiency, acquisition"
LIVK,LIV Capital Acquisition Corp.,10.19,$103.25M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/livk,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LIVKU,LIV Capital Acquisition Corp.,10.9632,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/livku,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LIVKW,LIV Capital Acquisition Corp.,0.9798,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/livkw,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LIVN,LivaNova PLC,66.44,$3.23B,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/livn,,"electrotherapy, neurostimulation, clinical-trials, fda-approval, regulatory, partnerships, patents, manufacturing, investors, milestones","Biotechnology: Electromedical & Electrotherapeutic Apparatus electrotherapy, neurostimulation, clinical-trials, fda-approval, regulatory, partnerships, patents, manufacturing, investors, milestones"
LOB,"Live Oak Bancshares, Inc.",48.78,$1.98B,2015.0,Finance,Major Banks,https://old.nasdaq.com/symbol/lob,,"earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech","Major Banks earnings, interest rates, regulation, capital adequacy, liquidity, loan losses, mergers, acquisitions, Basel III, fintech"
LIVE,Live Ventures Incorporated,19.2,$29.86M,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/live,,"retailer, earnings, expansion, margins, acquisitions, franchises, store-openings, online-sales, supply-chain, consumer","Other Specialty Stores retailer, earnings, expansion, margins, acquisitions, franchises, store-openings, online-sales, supply-chain, consumer"
LPSN,"LivePerson, Inc.",66.0,$4.41B,2000.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lpsn,,"acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership","Computer Software: Prepackaged Software acquisition, revenue, licensing, cloud, on-premises, AI, security, update, merger, partnership"
LIVX,"LiveXLive Media, Inc.",4.39,$329.68M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/livx,,"menu innovation, delivery platforms, labor shortages, supply chain, food safety, pricing strategies, sustainability, franchise expansion, new openings, health inspections","Restaurants menu innovation, delivery platforms, labor shortages, supply chain, food safety, pricing strategies, sustainability, franchise expansion, new openings, health inspections"
LXEH,"Lixiang Education Holding Co., Ltd.",8.5697,$114.26M,2020.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/lxeh,,"earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins","Other Consumer Services earnings, revenue, same-store-sales, guidance, acquisitions, partnerships, regulation, store openings, online-sales, margins"
LIXT,"Lixte Biotechnology Holdings, Inc.",3.32,$41.08M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lixt,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
LIXTW,"Lixte Biotechnology Holdings, Inc.",0.99,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lixtw,,"FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline","Major Pharmaceuticals FDA approval, clinical trial, trial results, patent expiration, drug pricing, earnings, regulatory filing, acquisition, recall, pipeline"
LIZI,LIZHI INC.,3.82,$176.24M,2020.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/lizi,,"software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions","Computer Software: Programming, Data Processing software, programming, data processing, cloud, artificial intelligence, machine learning, cybersecurity, analytics, partnerships, acquisitions"
LKQ,LKQ Corporation,37.15,$11.31B,,Consumer Services,Motor Vehicles,https://old.nasdaq.com/symbol/lkq,,"electric vehicles, battery technology, autonomous driving, vehicle recalls, charging infrastructure, supply chain, new model launch, earnings, mergers and acquisitions, regulatory approval","Motor Vehicles electric vehicles, battery technology, autonomous driving, vehicle recalls, charging infrastructure, supply chain, new model launch, earnings, mergers and acquisitions, regulatory approval"
LMFA,"LM Funding America, Inc.",1.77,$27.26M,2015.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lmfa,,"earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share","Finance: Consumer Services earnings, revenue, guidance, loans, credit cards, fintech, acquisitions, regulation, dividends, market share"
LMPX,"LMP Automotive Holdings, Inc.",26.59,$263.33M,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lmpx,,"autoparts, aftermarket, distribution, ecommerce, earnings, supplychain, partnerships, acquisitions, pricing, regulation","Automotive Aftermarket autoparts, aftermarket, distribution, ecommerce, earnings, supplychain, partnerships, acquisitions, pricing, regulation"
LWACU,Locust Walk Acquisition Corp.,10.4777,,2021.0,Finance,Business Services,https://old.nasdaq.com/symbol/lwacu,,"revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy","Business Services revenue, earnings, acquisition, merger, partnership, outsourcing, consulting, cloud, growth, strategy"
LOGC,"LogicBio Therapeutics, Inc.",9.07,$288.3M,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/logc,,"FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent","Biotechnology: Biological Products (No Diagnostic Substances) FDA approval, clinical trials, monoclonal antibodies, gene therapy, cell therapy, manufacturing scale-up, bioprocessing, partnerships, licensing, patent"
